delivery_id,order_id,driver_id,address_id,delivery_zone,delivery_status,scheduled_time,actual_departure,actual_delivery,delivery_duration_min,failure_reason,is_on_time,minutes_vs_schedule,zone_sla_minutes,met_zone_sla,delivery_date
DEL-20250601-018,ORD-20250601-018,DRV-00002,ADDR-00350,ZONE-B,DELIVERED,2025-06-01 06:40:39,2025-06-01 06:40:39,2025-06-01 07:21:39,41,,False,41,43,True,2025-06-01
DEL-20250601-019,ORD-20250601-019,DRV-00007,ADDR-00410,ZONE-C,DELIVERED,2025-06-01 16:55:30,2025-06-01 16:55:30,2025-06-01 17:50:30,55,,False,55,55,True,2025-06-01
DEL-20250601-020,ORD-20250601-020,DRV-00009,ADDR-00111,ZONE-B,DELIVERED,2025-06-01 11:45:30,2025-06-01 11:45:30,2025-06-01 12:32:30,47,,False,47,43,False,2025-06-01
DEL-20250601-021,ORD-20250601-021,DRV-00006,ADDR-00314,ZONE-A,DELIVERED,2025-06-01 13:03:00,2025-06-01 13:03:00,2025-06-01 13:18:00,15,,True,15,30,True,2025-06-01
DEL-20250601-022,ORD-20250601-022,DRV-00013,ADDR-00081,ZONE-C,DELIVERED,2025-06-01 18:18:52,2025-06-01 18:18:52,2025-06-01 19:00:52,42,,False,42,55,True,2025-06-01
DEL-20250601-023,ORD-20250601-023,DRV-00001,ADDR-00411,ZONE-D,DELIVERED,2025-06-01 12:20:14,2025-06-01 12:20:14,2025-06-01 13:19:14,59,,False,59,67,True,2025-06-01
DEL-20250601-024,ORD-20250601-024,DRV-00001,ADDR-00280,ZONE-B,DELIVERED,2025-06-01 19:56:21,2025-06-01 19:56:21,2025-06-01 20:26:21,30,,False,30,43,True,2025-06-01
DEL-20250601-025,ORD-20250601-025,DRV-00012,ADDR-00274,ZONE-D,DELIVERED,2025-06-01 17:54:56,2025-06-01 17:54:56,2025-06-01 18:55:56,61,,False,61,67,True,2025-06-01
DEL-20250601-026,ORD-20250601-026,DRV-00008,ADDR-00344,ZONE-A,DELIVERED,2025-06-01 20:35:54,2025-06-01 20:35:54,2025-06-01 20:56:54,21,,False,21,30,True,2025-06-01
DEL-20250601-027,ORD-20250601-027,DRV-00009,ADDR-00073,ZONE-D,DELIVERED,2025-06-01 16:30:32,2025-06-01 16:30:32,2025-06-01 17:28:32,58,,False,58,67,True,2025-06-01
DEL-20250601-028,ORD-20250601-028,DRV-00015,ADDR-00207,ZONE-B,DELIVERED,2025-06-01 11:05:15,2025-06-01 11:05:15,2025-06-01 11:28:15,23,,False,23,43,True,2025-06-01
DEL-20250601-029,ORD-20250601-029,DRV-00005,ADDR-00015,ZONE-D,DELIVERED,2025-06-01 16:37:52,2025-06-01 16:37:52,2025-06-01 17:30:52,53,,False,53,67,True,2025-06-01
DEL-20250601-030,ORD-20250601-030,DRV-00006,ADDR-00253,ZONE-C,DELIVERED,2025-06-01 20:02:28,2025-06-01 20:02:28,2025-06-01 20:48:28,46,,False,46,55,True,2025-06-01
DEL-20250601-031,ORD-20250601-031,DRV-00004,ADDR-00385,ZONE-C,DELIVERED,2025-06-01 13:12:12,2025-06-01 13:12:12,2025-06-01 13:37:12,25,,False,25,55,True,2025-06-01
DEL-20250601-032,ORD-20250601-032,DRV-00014,ADDR-00177,ZONE-B,DELIVERED,2025-06-01 10:43:06,2025-06-01 10:43:06,2025-06-01 11:16:06,33,,False,33,43,True,2025-06-01
DEL-20250601-033,ORD-20250601-033,DRV-00007,ADDR-00448,ZONE-A,DELIVERED,2025-06-01 08:20:18,2025-06-01 08:20:18,2025-06-01 08:39:18,19,,False,19,30,True,2025-06-01
DEL-20250601-034,ORD-20250601-034,DRV-00007,ADDR-00191,ZONE-A,DELIVERED,2025-06-01 19:54:57,2025-06-01 19:54:57,2025-06-01 20:14:57,20,,False,20,30,True,2025-06-01
DEL-20250601-035,ORD-20250601-035,DRV-00010,ADDR-00416,ZONE-A,DELIVERED,2025-06-01 12:24:46,2025-06-01 12:24:46,2025-06-01 12:59:46,35,,False,35,30,False,2025-06-01
DEL-20250601-036,ORD-20250601-036,DRV-00004,ADDR-00288,ZONE-C,DELIVERED,2025-06-01 15:21:34,2025-06-01 15:21:34,2025-06-01 16:06:34,45,,False,45,55,True,2025-06-01
DEL-20250601-037,ORD-20250601-037,DRV-00015,ADDR-00133,ZONE-C,DELIVERED,2025-06-01 20:14:29,2025-06-01 20:14:29,2025-06-01 20:48:29,34,,False,34,55,True,2025-06-01
DEL-20250601-038,ORD-20250601-038,DRV-00003,ADDR-00318,ZONE-B,DELIVERED,2025-06-01 11:00:00,2025-06-01 11:00:00,2025-06-01 11:28:00,28,,False,28,43,True,2025-06-01
DEL-20250601-039,ORD-20250601-039,DRV-00008,ADDR-00144,ZONE-A,DELIVERED,2025-06-01 14:51:25,2025-06-01 14:51:25,2025-06-01 15:09:25,18,,False,18,30,True,2025-06-01
DEL-20250601-040,ORD-20250601-040,DRV-00011,ADDR-00049,ZONE-B,DELIVERED,2025-06-01 18:37:44,2025-06-01 18:37:44,2025-06-01 19:13:44,36,,False,36,43,True,2025-06-01
DEL-20250601-041,ORD-20250601-041,DRV-00011,ADDR-00224,ZONE-C,DELIVERED,2025-06-01 11:36:48,2025-06-01 11:36:48,2025-06-01 12:08:48,32,,False,32,55,True,2025-06-01
DEL-20250601-042,ORD-20250601-042,DRV-00009,ADDR-00006,ZONE-A,DELIVERED,2025-06-01 11:26:06,2025-06-01 11:26:06,2025-06-01 11:52:06,26,,False,26,30,True,2025-06-01
DEL-20250601-043,ORD-20250601-043,DRV-00013,ADDR-00418,ZONE-A,DELIVERED,2025-06-01 21:23:46,2025-06-01 21:23:46,2025-06-01 21:49:46,26,,False,26,30,True,2025-06-01
DEL-20250601-044,ORD-20250601-044,DRV-00006,ADDR-00493,ZONE-A,DELIVERED,2025-06-01 20:36:50,2025-06-01 20:36:50,2025-06-01 20:55:50,19,,False,19,30,True,2025-06-01
DEL-20250601-045,ORD-20250601-045,DRV-00011,ADDR-00408,ZONE-D,DELIVERED,2025-06-01 12:15:25,2025-06-01 12:15:25,2025-06-01 13:19:25,64,,False,64,67,True,2025-06-01
DEL-20250601-046,ORD-20250601-046,DRV-00010,ADDR-00088,ZONE-D,DELIVERED,2025-06-01 18:39:09,2025-06-01 18:39:09,2025-06-01 19:45:09,66,,False,66,67,True,2025-06-01
DEL-20250601-047,ORD-20250601-047,DRV-00008,ADDR-00321,ZONE-A,DELIVERED,2025-06-01 15:04:29,2025-06-01 15:04:29,2025-06-01 15:27:29,23,,False,23,30,True,2025-06-01
DEL-20250601-048,ORD-20250601-048,DRV-00005,ADDR-00408,ZONE-D,DELIVERED,2025-06-01 16:43:09,2025-06-01 16:43:09,2025-06-01 17:28:09,45,,False,45,67,True,2025-06-01
DEL-20250601-049,ORD-20250601-049,DRV-00010,ADDR-00205,ZONE-B,DELIVERED,2025-06-01 16:31:10,2025-06-01 16:31:10,2025-06-01 17:08:10,37,,False,37,43,True,2025-06-01
DEL-20250601-050,ORD-20250601-050,DRV-00008,ADDR-00305,ZONE-C,DELIVERED,2025-06-01 19:29:26,2025-06-01 19:29:26,2025-06-01 20:28:26,59,,False,59,55,False,2025-06-01
DEL-20250601-051,ORD-20250601-051,DRV-00014,ADDR-00076,ZONE-D,DELIVERED,2025-06-01 14:21:01,2025-06-01 14:21:01,2025-06-01 15:05:01,44,,False,44,67,True,2025-06-01
DEL-20250601-052,ORD-20250601-052,DRV-00010,ADDR-00224,ZONE-C,DELIVERED,2025-06-01 14:08:54,2025-06-01 14:08:54,2025-06-01 14:50:54,42,,False,42,55,True,2025-06-01
DEL-20250601-053,ORD-20250601-053,DRV-00014,ADDR-00030,ZONE-A,DELIVERED,2025-06-01 12:31:29,2025-06-01 12:31:29,2025-06-01 12:55:29,24,,False,24,30,True,2025-06-01
DEL-20250601-054,ORD-20250601-054,DRV-00014,ADDR-00043,ZONE-D,DELIVERED,2025-06-01 18:36:00,2025-06-01 18:36:00,2025-06-01 19:41:00,65,,False,65,67,True,2025-06-01
DEL-20250601-055,ORD-20250601-055,DRV-00003,ADDR-00018,ZONE-C,DELIVERED,2025-06-01 16:44:11,2025-06-01 16:44:11,2025-06-01 17:30:11,46,,False,46,55,True,2025-06-01
DEL-20250601-056,ORD-20250601-056,DRV-00012,ADDR-00419,ZONE-B,DELIVERED,2025-06-01 07:33:34,2025-06-01 07:33:34,2025-06-01 08:09:34,36,,False,36,43,True,2025-06-01
DEL-20250601-057,ORD-20250601-057,DRV-00002,ADDR-00330,ZONE-B,DELIVERED,2025-06-01 17:05:07,2025-06-01 17:05:07,2025-06-01 17:44:07,39,,False,39,43,True,2025-06-01
DEL-20250601-058,ORD-20250601-058,DRV-00001,ADDR-00270,ZONE-B,DELIVERED,2025-06-01 07:01:42,2025-06-01 07:01:42,2025-06-01 07:28:42,27,,False,27,43,True,2025-06-01
DEL-20250601-059,ORD-20250601-059,DRV-00004,ADDR-00076,ZONE-D,DELIVERED,2025-06-01 12:24:44,2025-06-01 12:24:44,2025-06-01 14:05:44,101,,False,101,67,False,2025-06-01
DEL-20250601-060,ORD-20250601-060,DRV-00002,ADDR-00244,ZONE-C,DELIVERED,2025-06-01 14:34:47,2025-06-01 14:34:47,2025-06-01 15:25:47,51,,False,51,55,True,2025-06-01
DEL-20250601-061,ORD-20250601-061,DRV-00013,ADDR-00149,ZONE-D,DELIVERED,2025-06-01 12:56:07,2025-06-01 12:56:07,2025-06-01 13:41:07,45,,False,45,67,True,2025-06-01
DEL-20250601-062,ORD-20250601-062,DRV-00007,ADDR-00418,ZONE-A,DELIVERED,2025-06-01 13:26:56,2025-06-01 13:26:56,2025-06-01 14:02:56,36,,False,36,30,False,2025-06-01
DEL-20250601-063,ORD-20250601-063,DRV-00014,ADDR-00166,ZONE-C,DELIVERED,2025-06-01 14:06:01,2025-06-01 14:06:01,2025-06-01 14:34:01,28,,False,28,55,True,2025-06-01
DEL-20250601-064,ORD-20250601-064,DRV-00012,ADDR-00211,ZONE-B,DELIVERED,2025-06-01 16:51:31,2025-06-01 16:51:31,2025-06-01 17:17:31,26,,False,26,43,True,2025-06-01
DEL-20250601-065,ORD-20250601-065,DRV-00001,ADDR-00260,ZONE-B,DELIVERED,2025-06-01 18:38:59,2025-06-01 18:38:59,2025-06-01 19:14:59,36,,False,36,43,True,2025-06-01
DEL-20250601-066,ORD-20250601-066,DRV-00011,ADDR-00400,ZONE-A,DELIVERED,2025-06-01 15:44:33,2025-06-01 15:44:33,2025-06-01 16:12:33,28,,False,28,30,True,2025-06-01
DEL-20250601-067,ORD-20250601-067,DRV-00010,ADDR-00344,ZONE-A,DELIVERED,2025-06-01 18:52:31,2025-06-01 18:52:31,2025-06-01 19:21:31,29,,False,29,30,True,2025-06-01
DEL-20250601-068,ORD-20250601-068,DRV-00015,ADDR-00492,ZONE-C,DELIVERED,2025-06-01 13:28:36,2025-06-01 13:28:36,2025-06-01 14:21:36,53,,False,53,55,True,2025-06-01
DEL-20250601-069,ORD-20250601-069,DRV-00007,ADDR-00026,ZONE-C,DELIVERED,2025-06-01 09:17:24,2025-06-01 09:17:24,2025-06-01 09:55:24,38,,False,38,55,True,2025-06-01
DEL-20250601-070,ORD-20250601-070,DRV-00012,ADDR-00119,ZONE-D,DELIVERED,2025-06-01 09:04:17,2025-06-01 09:04:17,2025-06-01 09:43:17,39,,False,39,67,True,2025-06-01
DEL-20250601-071,ORD-20250601-071,DRV-00003,ADDR-00380,ZONE-A,DELIVERED,2025-06-01 21:06:10,2025-06-01 21:06:10,2025-06-01 21:23:10,17,,False,17,30,True,2025-06-01
DEL-20250601-072,ORD-20250601-072,DRV-00009,ADDR-00344,ZONE-A,DELIVERED,2025-06-01 19:32:43,2025-06-01 19:32:43,2025-06-01 19:59:43,27,,False,27,30,True,2025-06-01
DEL-20250601-073,ORD-20250601-073,DRV-00011,ADDR-00112,ZONE-B,DELIVERED,2025-06-01 18:39:55,2025-06-01 18:39:55,2025-06-01 18:54:55,15,,True,15,43,True,2025-06-01
DEL-20250601-074,ORD-20250601-074,DRV-00003,ADDR-00059,ZONE-D,DELIVERED,2025-06-01 18:43:34,2025-06-01 18:43:34,2025-06-01 19:57:34,74,,False,74,67,False,2025-06-01
DEL-20250601-075,ORD-20250601-075,DRV-00009,ADDR-00442,ZONE-B,DELIVERED,2025-06-01 21:15:59,2025-06-01 21:15:59,2025-06-01 21:51:59,36,,False,36,43,True,2025-06-01
DEL-20250601-076,ORD-20250601-076,DRV-00011,ADDR-00405,ZONE-D,DELIVERED,2025-06-01 13:17:56,2025-06-01 13:17:56,2025-06-01 14:12:56,55,,False,55,67,True,2025-06-01
DEL-20250601-077,ORD-20250601-077,DRV-00011,ADDR-00233,ZONE-A,DELIVERED,2025-06-01 17:38:56,2025-06-01 17:38:56,2025-06-01 17:59:56,21,,False,21,30,True,2025-06-01
DEL-20250601-078,ORD-20250601-078,DRV-00008,ADDR-00235,ZONE-A,DELIVERED,2025-06-01 14:27:45,2025-06-01 14:27:45,2025-06-01 14:52:45,25,,False,25,30,True,2025-06-01
DEL-20250601-079,ORD-20250601-079,DRV-00014,ADDR-00418,ZONE-A,DELIVERED,2025-06-01 20:52:25,2025-06-01 20:52:25,2025-06-01 21:10:25,18,,False,18,30,True,2025-06-01
DEL-20250601-080,ORD-20250601-080,DRV-00008,ADDR-00105,ZONE-D,DELIVERED,2025-06-01 17:18:13,2025-06-01 17:18:13,2025-06-01 18:11:13,53,,False,53,67,True,2025-06-01
DEL-20250601-081,ORD-20250601-081,DRV-00015,ADDR-00046,ZONE-A,DELIVERED,2025-06-01 09:45:53,2025-06-01 09:45:53,2025-06-01 10:08:53,23,,False,23,30,True,2025-06-01
DEL-20250601-082,ORD-20250601-082,DRV-00009,ADDR-00039,ZONE-A,DELIVERED,2025-06-01 19:28:15,2025-06-01 19:28:15,2025-06-01 19:57:15,29,,False,29,30,True,2025-06-01
DEL-20250601-083,ORD-20250601-083,DRV-00015,ADDR-00482,ZONE-B,DELIVERED,2025-06-01 13:25:41,2025-06-01 13:25:41,2025-06-01 14:02:41,37,,False,37,43,True,2025-06-01
DEL-20250601-084,ORD-20250601-084,DRV-00011,ADDR-00105,ZONE-D,DELIVERED,2025-06-01 14:32:50,2025-06-01 14:32:50,2025-06-01 15:17:50,45,,False,45,67,True,2025-06-01
DEL-20250601-085,ORD-20250601-085,DRV-00002,ADDR-00455,ZONE-D,DELIVERED,2025-06-01 13:39:01,2025-06-01 13:39:01,2025-06-01 14:41:01,62,,False,62,67,True,2025-06-01
DEL-20250601-086,ORD-20250601-086,DRV-00001,ADDR-00390,ZONE-A,DELIVERED,2025-06-01 19:53:28,2025-06-01 19:53:28,2025-06-01 20:24:28,31,,False,31,30,False,2025-06-01
DEL-20250601-087,ORD-20250601-087,DRV-00015,ADDR-00027,ZONE-D,DELIVERED,2025-06-01 07:13:06,2025-06-01 07:13:06,2025-06-01 08:05:06,52,,False,52,67,True,2025-06-01
DEL-20250602-001,ORD-20250602-001,DRV-00007,ADDR-00163,ZONE-A,DELIVERED,2025-06-02 13:52:35,2025-06-02 13:52:35,2025-06-02 14:23:35,31,,False,31,30,False,2025-06-02
DEL-20250602-002,ORD-20250602-002,DRV-00005,ADDR-00358,ZONE-A,DELIVERED,2025-06-02 15:14:54,2025-06-02 15:14:54,2025-06-02 15:40:54,26,,False,26,30,True,2025-06-02
DEL-20250602-003,ORD-20250602-003,DRV-00013,ADDR-00024,ZONE-B,DELIVERED,2025-06-02 19:58:59,2025-06-02 19:58:59,2025-06-02 20:37:59,39,,False,39,43,True,2025-06-02
DEL-20250602-004,ORD-20250602-004,DRV-00001,ADDR-00078,ZONE-D,DELIVERED,2025-06-02 15:00:19,2025-06-02 15:00:19,2025-06-02 15:42:19,42,,False,42,67,True,2025-06-02
DEL-20250602-005,ORD-20250602-005,DRV-00007,ADDR-00094,ZONE-A,DELIVERED,2025-06-02 15:38:39,2025-06-02 15:38:39,2025-06-02 16:06:39,28,,False,28,30,True,2025-06-02
DEL-20250602-006,ORD-20250602-006,DRV-00011,ADDR-00238,ZONE-A,DELIVERED,2025-06-02 10:51:18,2025-06-02 10:51:18,2025-06-02 11:15:18,24,,False,24,30,True,2025-06-02
DEL-20250602-007,ORD-20250602-007,DRV-00005,ADDR-00172,ZONE-B,DELIVERED,2025-06-02 13:12:18,2025-06-02 13:12:18,2025-06-02 13:41:18,29,,False,29,43,True,2025-06-02
DEL-20250602-008,ORD-20250602-008,DRV-00001,ADDR-00031,ZONE-A,DELIVERED,2025-06-02 13:18:29,2025-06-02 13:18:29,2025-06-02 13:41:29,23,,False,23,30,True,2025-06-02
DEL-20250602-009,ORD-20250602-009,DRV-00006,ADDR-00081,ZONE-C,DELIVERED,2025-06-02 17:05:03,2025-06-02 17:05:03,2025-06-02 17:41:03,36,,False,36,55,True,2025-06-02
DEL-20250602-010,ORD-20250602-010,DRV-00008,ADDR-00441,ZONE-B,DELIVERED,2025-06-02 18:24:33,2025-06-02 18:24:33,2025-06-02 18:55:33,31,,False,31,43,True,2025-06-02
DEL-20250602-011,ORD-20250602-011,DRV-00010,ADDR-00320,ZONE-C,DELIVERED,2025-06-02 10:11:51,2025-06-02 10:11:51,2025-06-02 10:41:51,30,,False,30,55,True,2025-06-02
DEL-20250602-012,ORD-20250602-012,DRV-00013,ADDR-00173,ZONE-B,DELIVERED,2025-06-02 19:19:20,2025-06-02 19:19:20,2025-06-02 19:56:20,37,,False,37,43,True,2025-06-02
DEL-20250602-013,ORD-20250602-013,DRV-00014,ADDR-00345,ZONE-B,DELIVERED,2025-06-02 18:07:16,2025-06-02 18:07:16,2025-06-02 18:41:16,34,,False,34,43,True,2025-06-02
DEL-20250602-014,ORD-20250602-014,DRV-00010,ADDR-00208,ZONE-D,DELIVERED,2025-06-02 13:41:23,2025-06-02 13:41:23,2025-06-02 14:39:23,58,,False,58,67,True,2025-06-02
DEL-20250602-015,ORD-20250602-015,DRV-00004,ADDR-00309,ZONE-A,DELIVERED,2025-06-02 19:41:05,2025-06-02 19:41:05,2025-06-02 20:13:05,32,,False,32,30,False,2025-06-02
DEL-20250602-016,ORD-20250602-016,DRV-00006,ADDR-00434,ZONE-A,DELIVERED,2025-06-02 17:35:15,2025-06-02 17:35:15,2025-06-02 18:03:15,28,,False,28,30,True,2025-06-02
DEL-20250602-017,ORD-20250602-017,DRV-00005,ADDR-00096,ZONE-D,DELIVERED,2025-06-02 20:32:37,2025-06-02 20:32:37,2025-06-02 21:28:37,56,,False,56,67,True,2025-06-02
DEL-20250602-018,ORD-20250602-018,DRV-00014,ADDR-00212,ZONE-B,DELIVERED,2025-06-02 17:33:30,2025-06-02 17:33:30,2025-06-02 18:11:30,38,,False,38,43,True,2025-06-02
DEL-20250602-019,ORD-20250602-019,DRV-00014,ADDR-00240,ZONE-A,DELIVERED,2025-06-02 15:18:58,2025-06-02 15:18:58,2025-06-02 15:39:58,21,,False,21,30,True,2025-06-02
DEL-20250602-020,ORD-20250602-020,DRV-00002,ADDR-00440,ZONE-D,DELIVERED,2025-06-02 14:10:46,2025-06-02 14:10:46,2025-06-02 15:31:46,81,,False,81,67,False,2025-06-02
DEL-20250602-021,ORD-20250602-021,DRV-00010,ADDR-00254,ZONE-A,DELIVERED,2025-06-02 18:30:56,2025-06-02 18:30:56,2025-06-02 18:52:56,22,,False,22,30,True,2025-06-02
DEL-20250602-022,ORD-20250602-022,DRV-00008,ADDR-00019,ZONE-C,DELIVERED,2025-06-02 19:52:34,2025-06-02 19:52:34,2025-06-02 20:38:34,46,,False,46,55,True,2025-06-02
DEL-20250602-023,ORD-20250602-023,DRV-00003,ADDR-00377,ZONE-D,DELIVERED,2025-06-02 12:58:47,2025-06-02 12:58:47,2025-06-02 13:46:47,48,,False,48,67,True,2025-06-02
DEL-20250602-024,ORD-20250602-024,DRV-00007,ADDR-00309,ZONE-A,DELIVERED,2025-06-02 09:17:40,2025-06-02 09:17:40,2025-06-02 09:35:40,18,,False,18,30,True,2025-06-02
DEL-20250602-025,ORD-20250602-025,DRV-00006,ADDR-00263,ZONE-D,DELIVERED,2025-06-02 17:27:24,2025-06-02 17:27:24,2025-06-02 18:01:24,34,,False,34,67,True,2025-06-02
DEL-20250602-026,ORD-20250602-026,DRV-00003,ADDR-00287,ZONE-A,DELIVERED,2025-06-02 13:19:20,2025-06-02 13:19:20,2025-06-02 13:50:20,31,,False,31,30,False,2025-06-02
DEL-20250602-027,ORD-20250602-027,DRV-00008,ADDR-00294,ZONE-B,DELIVERED,2025-06-02 17:59:43,2025-06-02 17:59:43,2025-06-02 18:34:43,35,,False,35,43,True,2025-06-02
DEL-20250602-028,ORD-20250602-028,DRV-00015,ADDR-00052,ZONE-B,DELIVERED,2025-06-02 19:45:24,2025-06-02 19:45:24,2025-06-02 20:11:24,26,,False,26,43,True,2025-06-02
DEL-20250602-029,ORD-20250602-029,DRV-00014,ADDR-00210,ZONE-C,FAILED,2025-06-02 14:35:46,2025-06-02 14:35:46,,,Customer not available,False,,55,False,2025-06-02
DEL-20250602-030,ORD-20250602-030,DRV-00014,ADDR-00332,ZONE-A,DELIVERED,2025-06-02 18:22:15,2025-06-02 18:22:15,2025-06-02 18:41:15,19,,False,19,30,True,2025-06-02
DEL-20250602-031,ORD-20250602-031,DRV-00014,ADDR-00349,ZONE-D,DELIVERED,2025-06-02 11:13:50,2025-06-02 11:13:50,2025-06-02 12:11:50,58,,False,58,67,True,2025-06-02
DEL-20250602-032,ORD-20250602-032,DRV-00009,ADDR-00176,ZONE-C,DELIVERED,2025-06-02 15:16:30,2025-06-02 15:16:30,2025-06-02 16:02:30,46,,False,46,55,True,2025-06-02
DEL-20250602-033,ORD-20250602-033,DRV-00003,ADDR-00104,ZONE-B,DELIVERED,2025-06-02 12:41:51,2025-06-02 12:41:51,2025-06-02 13:32:51,51,,False,51,43,False,2025-06-02
DEL-20250602-034,ORD-20250602-034,DRV-00001,ADDR-00056,ZONE-B,DELIVERED,2025-06-02 11:09:44,2025-06-02 11:09:44,2025-06-02 11:51:44,42,,False,42,43,True,2025-06-02
DEL-20250602-035,ORD-20250602-035,DRV-00001,ADDR-00348,ZONE-A,DELIVERED,2025-06-02 18:07:12,2025-06-02 18:07:12,2025-06-02 18:35:12,28,,False,28,30,True,2025-06-02
DEL-20250602-036,ORD-20250602-036,DRV-00009,ADDR-00076,ZONE-D,DELIVERED,2025-06-02 14:13:51,2025-06-02 14:13:51,2025-06-02 14:43:51,30,,False,30,67,True,2025-06-02
DEL-20250602-037,ORD-20250602-037,DRV-00008,ADDR-00109,ZONE-A,DELIVERED,2025-06-02 19:07:29,2025-06-02 19:07:29,2025-06-02 19:32:29,25,,False,25,30,True,2025-06-02
DEL-20250602-038,ORD-20250602-038,DRV-00009,ADDR-00177,ZONE-B,DELIVERED,2025-06-02 09:44:16,2025-06-02 09:44:16,2025-06-02 10:18:16,34,,False,34,43,True,2025-06-02
DEL-20250602-039,ORD-20250602-039,DRV-00008,ADDR-00304,ZONE-D,DELIVERED,2025-06-02 11:33:51,2025-06-02 11:33:51,2025-06-02 12:03:51,30,,False,30,67,True,2025-06-02
DEL-20250602-040,ORD-20250602-040,DRV-00011,ADDR-00091,ZONE-A,DELIVERED,2025-06-02 10:38:53,2025-06-02 10:38:53,2025-06-02 11:04:53,26,,False,26,30,True,2025-06-02
DEL-20250602-041,ORD-20250602-041,DRV-00001,ADDR-00141,ZONE-A,DELIVERED,2025-06-02 17:47:24,2025-06-02 17:47:24,2025-06-02 18:11:24,24,,False,24,30,True,2025-06-02
DEL-20250602-042,ORD-20250602-042,DRV-00008,ADDR-00098,ZONE-C,DELIVERED,2025-06-02 09:33:52,2025-06-02 09:33:52,2025-06-02 10:12:52,39,,False,39,55,True,2025-06-02
DEL-20250602-043,ORD-20250602-043,DRV-00014,ADDR-00245,ZONE-B,DELIVERED,2025-06-02 16:00:20,2025-06-02 16:00:20,2025-06-02 16:30:20,30,,False,30,43,True,2025-06-02
